wavenumber_cm1,absorbance_corrected
1848.0,0.0
1848.3013013013012,7.467360063628803e-13
1848.6026026026027,0.0008111854094918769
1848.903903903904,0.001483578282204412
1849.2052052052052,0.0020275165600688316
1849.5065065065064,0.0024533044580011265
1849.8078078078079,0.002771236399445376
1850.109109109109,0.002991603158596312
1850.4104104104103,0.0031246937698476973
1850.7117117117118,0.003180796227193805
1851.013013013013,0.003170197761945881
1851.3143143143143,0.0031031849361142227
1851.6156156156155,0.002990043625241412
1851.916916916917,0.0028410589015467336
1852.2182182182182,0.002666514790223562
1852.5195195195195,0.0024766938328356636
1852.820820820821,0.0022812601509819563
1853.1221221221222,0.0020838958652913964
1853.4234234234234,0.00188491741581015
1853.7247247247246,0.0016845952055359326
1854.026026026026,0.0014831859520973434
1854.3273273273273,0.001280924752057211
1854.6286286286286,0.0010780424176946024
1854.92992992993,0.0008766746924041557
1855.2312312312313,0.00068201545847979
1855.5325325325325,0.0004994193341663622
1855.8338338338338,0.00033406621679527015
1856.1351351351352,0.00019089962541712913
1856.4364364364365,7.456273287737014e-05
1856.7377377377377,0.0
1857.039039039039,0.0
1857.3403403403404,0.0
1857.6416416416416,0.0
1857.9429429429429,0.0
1858.2442442442443,0.00010481073853890743
1858.5455455455456,0.0002571661572328132
1858.8468468468468,0.0004579992872625338
1859.148148148148,0.0007058841223902546
1859.4494494494495,0.0009990681969598847
1859.7507507507507,0.0013356337149746378
1860.052052052052,0.001713568440776747
1860.3533533533534,0.00213081160626466
1860.6546546546547,0.002583856294592679
1860.955955955956,0.003065291612551646
1861.2572572572572,0.003567044708979783
1861.5585585585586,0.004081041867435131
1861.8598598598599,0.0045992091039741
1862.161161161161,0.005113472354338455
1862.4624624624626,0.005615629611771977
1862.7637637637638,0.006096294496895416
1863.065065065065,0.006545439342274695
1863.3663663663663,0.006953030165308627
1863.6676676676677,0.007309032983145114
1863.968968968969,0.007603413812834969
1864.2702702702702,0.007826151636727618
1864.5715715715717,0.007967997628528234
1864.872872872873,0.008020896575927583
1865.1741741741741,0.007976895560372732
1865.4754754754754,0.007828041663301866
1865.7767767767768,0.007566381966144786
1866.078078078078,0.007183963550319583
1866.3793793793793,0.006677079460805646
1866.6806806806808,0.006062542340418919
1866.981981981982,0.005363355299380479
1867.2832832832833,0.004602522730846326
1867.5845845845845,0.0038030490239815418
1867.885885885886,0.0029879385442622697
1868.1871871871872,0.0021802748686022833
1868.4884884884884,0.0014046649111748022
1868.78978978979,0.0006870825890049059
1869.0910910910911,5.351119135432736e-05
1869.3923923923924,0.0
1869.6936936936936,0.0
1869.994994994995,0.0
1870.2962962962963,0.0
1870.5975975975975,0.0
1870.898898898899,0.0
1871.2002002002002,0.0
1871.5015015015015,0.0
1871.8028028028027,0.0005114975944149891
1872.1041041041042,0.001071051728447625
1872.4054054054054,0.001654997150237647
1872.7067067067067,0.002238554604239329
1873.008008008008,0.0027969129421016037
1873.3093093093094,0.0033052550041688944
1873.6106106106106,0.0037387619925762783
1873.9119119119118,0.004072857347729664
1874.2132132132133,0.004296094620964752
1874.5145145145145,0.004416594916151262
1874.8158158158158,0.004444074080692528
1875.117117117117,0.0043882479248542605
1875.4184184184185,0.004258832224069031
1875.7197197197197,0.004065542714062009
1876.021021021021,0.0038183104100901755
1876.3223223223224,0.0035280647189143144
1876.6236236236236,0.0032060240905318893
1876.9249249249249,0.0028634067073529113
1877.2262262262261,0.0025114301201103473
1877.5275275275276,0.0021613104725489163
1877.8288288288288,0.0018240294644977784
1878.13013013013,0.0015063749263880544
1878.4314314314315,0.0012114787225231405
1878.7327327327328,0.0009423192174805584
1879.034034034034,0.0007018134007901744
1879.3353353353352,0.0004927713357937846
1879.6366366366367,0.0003178341764137338
1879.937937937938,0.0001791027539626011
1880.2392392392392,7.760889176561259e-05
1880.5405405405406,1.3903487882660492e-05
1880.8418418418419,0.0
1881.143143143143,0.0
1881.4444444444443,4.9635081069032694e-05
1881.7457457457458,0.00013694089895910366
1882.047047047047,0.00025944129828325835
1882.3483483483483,0.0004132954696978164
1882.6496496496497,0.0005943289860297352
1882.950950950951,0.0007981018610874191
1883.2522522522522,0.001019973607318314
1883.5535535535535,0.0012551375180654967
1883.854854854855,0.0014973957891166734
1884.1561561561562,0.0017386265654244504
1884.4574574574574,0.0019705307547865925
1884.7587587587589,0.00218479038985242
1885.06006006006,0.0023730764066017818
1885.3613613613613,0.0025270529769764183
1885.6626626626626,0.002639133972501595
1885.963963963964,0.0027050853686004794
1886.2652652652653,0.002721603605991607
1886.5665665665665,0.002685383146112108
1886.867867867868,0.0025931165094171815
1887.1691691691692,0.0024414941036207116
1887.4704704704704,0.0022277559447458906
1887.7717717717717,0.00195857525619203
1888.0730730730731,0.0016485352196942138
1888.3743743743744,0.0013124526945869075
1888.6756756756756,0.0009651213178845097
1888.9769769769769,0.0006212856878855533
1889.2782782782783,0.0002955814792259259
1889.5795795795796,7.854298678111604e-08
1889.8808808808808,0.0
1890.1821821821823,0.0
1890.4834834834835,0.0
1890.7847847847847,0.0
1891.0860860860862,0.0
1891.3873873873874,0.0
1891.6886886886887,0.0
1891.98998998999,0.0
1892.2912912912914,0.0
1892.5925925925926,0.0
1892.8938938938938,0.0
1893.195195195195,0.0
1893.4964964964965,0.0
1893.7977977977978,5.090372567906343e-13
1894.099099099099,6.287870837395904e-05
1894.4004004004005,0.00010873096615071631
1894.7017017017017,0.00013798716899982022
1895.003003003003,0.00015068972667886538
1895.3043043043042,0.00014736202808618426
1895.6056056056057,0.00013181659927719025
1895.906906906907,0.00010847021669480039
1896.2082082082081,8.136093867727734e-05
1896.5095095095096,5.413877414595092e-05
1896.8108108108108,3.0054940334145464e-05
1897.112112112112,1.1839501682264775e-05
1897.4134134134133,0.0
1897.7147147147148,0.0
1898.016016016016,0.0
1898.3173173173172,0.0
1898.6186186186187,0.0
1898.91991991992,5.077049891610841e-13
1899.2212212212212,1.213971631286448e-05
1899.5225225225224,3.711632122160857e-05
1899.823823823824,8.222327228391002e-05
1900.1251251251251,0.00015433841021406103
1900.4264264264264,0.00025994148973840225
1900.7277277277278,0.00040514288502468965
1901.029029029029,0.000595596163689982
1901.3303303303303,0.0008356817021821783
1901.6316316316315,0.0011291120422990408
1901.932932932933,0.001479466489796133
1902.2342342342342,0.001890251811125676
1902.5355355355355,0.0023649408348715983
1902.836836836837,0.002906968992439918
1903.1381381381382,0.0035187712561113305
1903.4394394394394,0.0042014502421738875
1903.7407407407406,0.0049560154565457815
1904.042042042042,0.005783476344131788
1904.3433433433433,0.006684842339403585
1904.6446446446446,0.007661122875329607
1904.945945945946,0.008711483667351416
1905.2472472472473,0.00982753557871563
1905.5485485485485,0.01099895467123091
1905.8498498498498,0.012215417005725482
1906.1511511511512,0.013466598643028016
1906.4524524524525,0.014742175643966626
1906.7537537537537,0.016031369765532322
1907.0550550550552,0.017316460437847736
1907.3563563563564,0.018574307941982005
1907.6576576576576,0.019781628761852188
1907.9589589589589,0.020915139381375236
1908.2602602602603,0.021951556284467877
1908.5615615615616,0.022867620959971025
1908.8628628628628,0.02364555228688897
1909.164164164164,0.02427987768361045
1909.4654654654655,0.02476680368096723
1909.7667667667668,0.025102536809792186
1910.068068068068,0.025283283600917028
1910.3693693693695,0.025305250585173245
1910.6706706706707,0.025166540078206123
1910.971971971972,0.024879256805704075
1911.2732732732732,0.02446177804174865
1911.5745745745746,0.023932510575693677
1911.8758758758759,0.02330986119689732
1912.177177177177,0.02261223669471435
1912.4784784784786,0.021857862233067682
1912.7797797797798,0.021058023191557307
1913.081081081081,0.020215059252454537
1913.3823823823823,0.01933071916516743
1913.6836836836837,0.01840675167910172
1913.984984984985,0.01744490554366873
1914.2862862862862,0.016446929508303343
1914.5875875875877,0.015414732707855483
1914.888888888889,0.014350854984512718
1915.1901901901902,0.013257991194297047
1915.4914914914914,0.012138836193231528
1915.7927927927929,0.010996084837337439
1916.094094094094,0.009832431982641943
1916.3953953953953,0.008651390638843404
1916.6966966966968,0.007468316687051113
1916.997997997998,0.006307482756125804
1917.2992992992993,0.0051933795886224265
1917.6006006006005,0.004150497926656449
1917.901901901902,0.0032033285063564065
1918.2032032032032,0.002376309117074815
1918.5045045045044,0.0016841107994142734
1918.805805805806,0.001120280503818405
1919.1071071071071,0.0006755871254675583
1919.4084084084084,0.0003407256950201387
1919.7097097097096,0.0001062163398947158
1920.011011011011,0.0
1920.3123123123123,0.0
1920.6136136136136,0.0
1920.914914914915,0.0
1921.2162162162163,4.5973236828533715e-08
1921.5175175175175,6.881027231026016e-05
1921.8188188188187,0.0001231905071583661
1922.1201201201202,0.00014396204790850797
1922.4214214214214,0.00012475688272500784
1922.7227227227227,7.529468614753121e-05
1923.0240240240241,5.941811203058478e-06
1923.3253253253254,0.0
1923.6266266266266,0.0
1923.9279279279278,0.0
1924.2292292292293,0.0
1924.5305305305305,0.0
1924.8318318318318,0.0
1925.133133133133,0.0
1925.4344344344345,0.0
1925.7357357357357,0.0
1926.037037037037,0.0
1926.3383383383384,0.0
1926.6396396396397,0.0
1926.940940940941,0.0
1927.2422422422424,0.0
1927.5435435435436,0.0
1927.8448448448448,3.2911213723618715e-05
1928.146146146146,5.318328078063317e-05
1928.4474474474475,6.463913991777703e-05
1928.7487487487488,7.133702261508112e-05
1929.05005005005,7.693330138741628e-05
