wavenumber_cm1,absorbance_corrected
1848.0,0.005225323834953055
1848.3013013013012,0.0043380806540509464
1848.6026026026027,0.0035579016907409944
1848.903903903904,0.0028778650372649484
1849.2052052052052,0.0022910487858637807
1849.5065065065064,0.0017905310287785192
1849.8078078078079,0.0013693898582503028
1850.109109109109,0.0010207033665202703
1850.4104104104103,0.000737549645829283
1850.7117117117118,0.0005130067884189793
1851.013013013013,0.000340152886529832
1851.3143143143143,0.00021206603239093402
1851.6156156156155,0.00012182431123908266
1851.916916916917,6.25050426224516e-05
1852.2182182182182,2.716497352134306e-05
1852.5195195195195,8.702669955507059e-06
1852.820820820821,1.03711483845359e-12
1853.1221221221222,0.0
1853.4234234234234,0.0
1853.7247247247246,0.0
1854.026026026026,0.0
1854.3273273273273,0.0
1854.6286286286286,0.0
1854.92992992993,0.0
1855.2312312312313,0.0
1855.5325325325325,0.0
1855.8338338338338,0.0
1856.1351351351352,0.0
1856.4364364364365,3.31646125562024e-08
1856.7377377377377,0.0
1857.039039039039,0.0
1857.3403403403404,0.0
1857.6416416416416,0.0
1857.9429429429429,4.979128220838902e-12
1858.2442442442443,0.0
1858.5455455455456,0.0
1858.8468468468468,0.0
1859.148148148148,0.0
1859.4494494494495,0.0
1859.7507507507507,0.0
1860.052052052052,2.3330366653029344e-06
1860.3533533533534,2.283574649242226e-05
1860.6546546546547,5.630249424765088e-05
1860.955955955956,0.00010227744837487673
1861.2572572572572,0.00015976765958097827
1861.5585585585586,0.00022773466997255687
1861.8598598598599,0.0003051342403376789
1862.161161161161,0.00039092164567522403
1862.4624624624626,0.0004842023894923164
1862.7637637637638,0.0005854731675217217
1863.065065065065,0.0006959839502850285
1863.3663663663663,0.0008169921254562174
1863.6676676676677,0.0009497550807099353
1863.968968968969,0.0010955302037189418
1864.2702702702702,0.0012555948584307974
1864.5715715715717,0.0014324161581526496
1864.872872872873,0.0016303002699923907
1865.1741741741741,0.0018537109695809795
1865.4754754754754,0.002107112032548708
1865.7767767767768,0.0023949672345262574
1866.078078078078,0.0027217403511423655
1866.3793793793793,0.003089661091608187
1866.6806806806808,0.0034901625241166023
1866.981981981982,0.0039114205255313395
1867.2832832832833,0.004341610297277254
1867.5845845845845,0.00476890704077837
