wavenumber,cut_subtracted_absorbance
2149.4398053600635,0.28594158971657396
2147.5123034768853,0.2789603938217863
2145.584801593707,0.2736881518983866
2143.6572997105286,0.27095318278771857
2141.72979782735,0.2699837794968437
2139.8022959441714,0.269291295360315
2137.8747940609933,0.2668099375352382
2135.947292177815,0.2629116772315993
2134.0197902946366,0.26076293453867416
2132.092288411458,0.26130718768752526
2130.16478652828,0.26243851737475216
2128.2372846451017,0.2629669798664907
2126.309782761923,0.2623172616333263
2124.3822808787445,0.2602026632031213
2122.4547789955664,0.2595265767805558
2120.527277112388,0.2634799854029395
2118.5997752292096,0.2703137544189539
2116.672273346031,0.2754236103543372
2114.744771462853,0.277050376779833
2112.8172695796748,0.278519732153418
2110.889767696496,0.2837544100196114
2108.9622658133176,0.29163914400051427
2107.0347639301394,0.2988119180001479
2105.1072620469613,0.3049962205927868
2103.1797601637827,0.3120094238657055
2101.252258280604,0.3196051520492842
2099.324756397426,0.32589183554547535
2097.397254514248,0.33154067076661276
2095.4697526310692,0.33844010679107744
2093.5422507478906,0.34723047459361234
2091.614748864712,0.35947810102529987
2089.687246981534,0.37440395685125183
2087.759745098356,0.3849090404842832
2085.832243215177,0.38660255562025
2083.9047413319986,0.38465249368997756
2081.9772394488205,0.38572200648223864
2080.0497375656423,0.3909477376313647
2078.1222356824637,0.3966916767667697
2076.194733799285,0.39916687505554965
2074.267231916107,0.3986580180066743
2072.339730032929,0.3970919002234433
2070.4122281497503,0.39483318119532146
2068.4847262665717,0.3935711026214396
2066.5572243833935,0.3958584659785132
2064.6297225002154,0.40024347510250796
2062.702220617037,0.40278428872432276
2060.774718733858,0.4020415760226193
2058.84721685068,0.39986838358136323
2056.919714967502,0.3987510132248138
2054.9922130843233,0.3986477373210326
2053.0647112011447,0.3970656432577432
2051.1372093179666,0.3936974277995161
2049.2097074347885,0.39156760035516675
2047.2822055516096,0.39125683720292265
2045.3547036684313,0.3907481506602579
2043.427201785253,0.3904316019280002
2041.4996999020746,0.3910756042681296
2039.5721980188962,0.39162154105365327
2037.6446961357178,0.3920628905134589
2035.7171942525395,0.3934517643608262
2033.789692369361,0.39564902468727603
2031.8621904861827,0.39864843227261637
2029.9346886030044,0.4025342267929472
2028.007186719826,0.40518467211425185
2026.0796848366476,0.4057598631671907
2024.1521829534693,0.4071704412961161
2022.224681070291,0.4109835498664063
2020.2971791871125,0.4160772513357444
2018.3696773039342,0.4215948978749565
2016.4421754207558,0.4271715813272335
2014.5146735375774,0.432552842742245
2012.587171654399,0.4367194667914766
2010.6596697712207,0.4392602175394682
2008.7321678880423,0.4418703211734755
2006.804666004864,0.44537241694620316
2004.8771641216856,0.44962602587748735
2002.9496622385072,0.4540906278294364
2001.0221603553289,0.45764960531796
1999.0946584721503,0.46051426964214304
1997.167156588972,0.46238179211191416
1995.2396547057936,0.46161499509359344
1993.3121528226152,0.45930067854423307
1991.3846509394368,0.45881028866922396
1989.4571490562585,0.4603137548229364
1987.52964717308,0.46161714342703486
1985.6021452899017,0.46156425189345707
1983.6746434067234,0.458960388349935
1981.747141523545,0.4541914615714824
1979.8196396403666,0.44984209590125523
1977.8921377571883,0.4473136755124702
1975.96463587401,0.44579255237276155
1974.0371339908315,0.4453033457417054
1972.1096321076532,0.4506205495002102
1970.1821302244748,0.469149863867012
1968.2546283412964,0.4986338632084604
1966.327126458118,0.5152276224188393
1964.3996245749397,0.4988725939053595
1962.4721226917613,0.4668044215584194
1960.544620808583,0.4442476333113173
1958.6171189254046,0.43687142166178816
1956.6896170422262,0.4399131668475263
1954.7621151590479,0.44736554060898803
1952.8346132758695,0.45310115006841933
1950.907111392691,0.45468994269986057
1948.9796095095126,0.45593073309011944
1947.0521076263344,0.45850258468950666
1945.1246057431558,0.45706577987761055
1943.1971038599777,0.44981793066566944
1941.269601976799,0.44296190207795144
1939.342100093621,0.43986553761317904
1937.4145982104424,0.43847915480628086
1935.4870963272642,0.4382833731308051
1933.5595944440856,0.44059020544781596
1931.6320925609075,0.4445842753423007
1929.704590677729,0.4484028363158081
1927.7770887945503,0.4518488092199875
1925.8495869113722,0.45573853613262805
1923.9220850281936,0.4608536866324696
1921.9945831450154,0.46687892696389016
1920.0670812618368,0.47348437592842907
1918.1395793786587,0.48272400202995214
1916.2120774954801,0.4955235657480722
1914.284575612302,0.509761665597848
1912.3570737291234,0.5233742524797895
1910.4295718459452,0.5347624582903541
1908.5020699627667,0.5419092196945717
1906.5745680795885,0.5432287587302963
1904.64706619641,0.5408524505653209
1902.7195643132318,0.5384972311479038
1900.7920624300532,0.5367088537485569
1898.864560546875,0.5352391035832942
1896.9370586636965,0.534130511530844
1895.0095567805183,0.5327353532694515
1893.0820548973397,0.5304314797191936
1891.1545530141616,0.5270676103524804
1889.227051130983,0.5237435261998774
1887.2995492478049,0.5206651453741598
1885.3720473646263,0.516997156752716
1883.4445454814481,0.5130772364908311
1881.5170435982695,0.5089648895604327
1879.589541715091,0.504757695380263
1877.6620398319128,0.5014458573977697
1875.7345379487342,0.4990948389866595
1873.807036065556,0.49576924687388474
1871.8795341823775,0.4902824127617521
1869.9520322991993,0.4860596682040706
1868.0245304160208,0.4861447561871609
1866.0970285328426,0.48772853842349806
1864.169526649664,0.4882822652797881
1862.2420247664859,0.48865260090639107
1860.3145228833073,0.48909276855054645
1858.3870210001292,0.4894924522584651
1856.4595191169506,0.4905428257948334
1854.5320172337724,0.4925018320134578
1852.6045153505938,0.49518659729633663
1850.6770134674157,0.49855437971088423
1848.749511584237,0.501046060257894
