wavenumber,absorbance
2149.4398053600635,-5.959589804989668e-05
2149.1388140750028,-6.714255283718592e-05
2148.8378227899416,-6.817558480705368e-05
2148.536831504881,-6.324550449914065e-05
2148.23584021982,-5.29028224530963e-05
2147.934848934759,-3.769804920853733e-05
2147.6338576496983,-1.8181695305153535e-05
2147.332866364637,5.095728717469147e-06
2147.0318750795764,3.158371231961659e-05
2146.7308837945156,6.073174496167814e-05
2146.4298925094545,9.198931610405919e-05
2146.1289012243938,0.00012480591520702155
2145.827909939333,0.00015863103173096785
2145.526918654272,0.00019291328810312958
2145.225927369211,0.0002268981366002505
2144.92493608415,0.0002593678326309921
2144.6239447990893,0.00028904039484979057
2144.3229535140285,0.0003146338419112323
2144.0219622289674,0.00033486619246987886
2143.7209709439067,0.00034845546518020367
2143.419979658846,0.0003542979653866451
2143.1189883737848,0.0003526575839183178
2142.817997088724,0.00034443126761927095
2142.517005803663,0.0003305194063999962
2142.216014518602,0.00031182239017105016
2141.9150232335414,0.00028924060884292954
2141.6140319484803,0.00026367104374763425
2141.3130406634195,0.0002358652798939284
2141.012049378359,0.00020637821367824237
2140.7110580932977,0.00017575077995956966
2140.410066808237,0.00014452391359704396
2140.1090755231758,0.00011323854944961317
2139.808084238115,8.243562237641295e-05
2139.5070929530543,5.261049725180302e-05
2139.206101667993,2.406543119768436e-05
2138.9051103829324,-2.9484614394850274e-06
2138.6041190978717,-2.8180066656910824e-05
2138.3031278128105,-5.1378270451787926e-05
2138.00213652775,-7.229195882120737e-05
2137.7011452426887,-9.067432829007253e-05
2137.400153957628,-0.0001063493587178416
2137.099162672567,-0.00011919892386307469
2136.798171387506,-0.00012910659742871247
2136.4971801024453,-0.00013595595311765264
2136.1961888173846,-0.00013963056463284023
2135.8951975323234,-0.00014001410697314144
2135.5942062472627,-0.0001370213893964683
2135.293214962202,-0.00013064216445492986
2134.992223677141,-0.0001208772323498856
2134.69123239208,-0.00010772739328274206
2134.390241107019,-9.119344745483626e-05
2134.089249821958,-7.127619506759509e-05
2133.7882585368975,-4.7992402305531517e-05
2133.4872672518363,-2.1489229537594332e-05
2133.1862759667756,8.022490526308766e-06
2132.885284681715,4.033149409484278e-05
2132.5842933966537,7.52265173766897e-05
2132.283302111593,0.00011249629658037112
2131.982310826532,0.0001519190943507509
2131.681319541471,0.00019276854422883757
2131.3803282564104,0.00023360002293192728
2131.079336971349,0.0002729140320548497
2130.7783456862885,0.00030921107319225623
2130.477354401228,0.0003409916479389803
2130.1763631161666,0.00036675625788982753
2129.875371831106,0.00038520901930490746
2129.5743805460447,0.00039596820987765623
2129.273389260984,0.0003989085510134698
