peak_index,wavenumber_cm1,absorbance_corrected
794,2087.233233233233,0.01619200735511045
393,1966.4114114114113,0.05532881518283289
326,1946.2242242242241,0.07655705426856751
209,1910.971971971972,0.02228636285613539
