peak_index,wavenumber_cm1,absorbance_corrected
797,2088.137137137137,0.01398396919415873
392,1966.11011011011,0.06530181073874408
201,1908.5615615615616,0.027414512076416764
760,2076.988988988989,0.010104001144200014
345,1951.948948948949,0.03138177225403882
