peak_index,wavenumber_cm1,absorbance_corrected
207,1910.3693693693695,0.02277456304697789
796,2087.835835835836,0.017566800054330478
393,1966.4114114114113,0.06830091453938175
326,1946.2242242242241,0.06019640867575099
