peak_index,wavenumber_cm1,absorbance_corrected
207,1910.3693693693695,0.025305250585173245
796,2087.835835835836,0.01645290959025497
393,1966.4114114114113,0.06915773471744696
326,1946.2242242242241,0.05662514831442156
