peak_index,wavenumber_cm1,absorbance_corrected
796,2087.835835835836,0.011589938757768148
759,2076.6876876876877,0.013491561853366196
391,1965.8088088088089,0.04850133847912852
344,1951.6476476476475,0.045303729359665534
201,1908.5615615615616,0.023889714524958805
