peak_index,wavenumber_cm1,absorbance_corrected
795,2087.5345345345345,0.017647835227115827
393,1966.4114114114113,0.058023028922884134
326,1946.2242242242241,0.05508855073952029
205,1909.7667667667668,0.02598150112766634
