peak_index,wavenumber_cm1,absorbance_corrected
797,2088.137137137137,0.013454931180375329
761,2077.29029029029,0.010011321791256078
392,1966.11011011011,0.05651804465944332
200,1908.2602602602603,0.027225789570595516
345,1951.948948948949,0.027825931598502274
