group,metric,value,notes
exact_potential,matched_peak_count,7.0,potential_gap_mV == 0
exact_potential,unique_sample_count,5.0,potential_gap_mV == 0
exact_potential,centre_MAE_cm1,0.8077839672974473,Mean absolute peak-centre error.
exact_potential,centre_median_absolute_error_cm1,0.8687295970203195,Median absolute peak-centre error.
exact_potential,centre_max_absolute_error_cm1,1.4770968362811345,Largest peak-centre error.
exact_potential,height_MAE,0.03252807118934065,Mean absolute peak-height error.
exact_potential,height_median_absolute_error,0.028849146801050794,Median absolute peak-height error.
exact_potential,height_mean_relative_error_percent,73.94099817795258,Mean row-wise relative height error; can be inflated by very small manual heights.
exact_potential,height_normalized_aggregate_error,0.632648435234877,sum(abs(arPLS-manual)) / sum(abs(manual)); more stable than averaging row-wise percentages.
