peak_index,wavenumber,absorbance
796,2087.835835835836,0.010416722235642717
759,2076.6876876876877,0.011249854062996778
391,1965.8088088088089,0.04166594849144384
344,1951.6476476476475,0.0410791368340952
201,1908.5615615615616,0.025068191988977473
