wavenumber,cut_subtracted_absorbance
2149.4398053600635,0.2025651447614964
2147.5123034768853,0.19313433495900525
2145.584801593707,0.1826136074847046
2143.6572997105286,0.17393126226626587
2141.72979782735,0.1680554562937312
2139.8022959441714,0.16348419188852215
2137.8747940609933,0.15852618321716927
2135.947292177815,0.15141188307469514
2134.0197902946366,0.14317237360583876
2132.092288411458,0.13645201330747211
2130.16478652828,0.13093942043758386
2128.2372846451017,0.1260289307717479
2126.309782761923,0.12180517848516981
2124.3822808787445,0.11747656199971436
2122.4547789955664,0.1130812360006293
2120.527277112388,0.11026772083021676
2118.5997752292096,0.11046750739829242
2116.672273346031,0.11221414295988115
2114.744771462853,0.11240464116377091
2112.8172695796748,0.11092864706591717
2110.889767696496,0.1106229613687672
2108.9622658133176,0.11281852369211555
2107.0347639301394,0.11692316465095463
2105.1072620469613,0.12334337994415664
2103.1797601637827,0.13217826962991158
2101.252258280604,0.1408654896136153
2099.324756397426,0.14862670291394944
2097.397254514248,0.1610242042935544
2095.4697526310692,0.18146040357155294
2093.5422507478906,0.2012295868602094
2091.614748864712,0.20927962679238268
2089.687246981534,0.20859596679164966
2087.759745098356,0.2104149241366523
2085.832243215177,0.21881421014085398
2083.9047413319986,0.23161198780206
2081.9772394488205,0.24477228478735222
2080.0497375656423,0.25298837657759937
2078.1222356824637,0.25611295761866687
2076.194733799285,0.25862084765600774
2074.267231916107,0.26348554719327144
2072.339730032929,0.27066388344709214
2070.4122281497503,0.2767613832180237
2068.4847262665717,0.28031064027863783
2066.5572243833935,0.2837941126582087
2064.6297225002154,0.28743569383744283
2062.702220617037,0.2892251911536418
2060.774718733858,0.28891849490149996
2058.84721685068,0.28735030797295674
2056.919714967502,0.2851174940076919
2054.9922130843233,0.2825622027045758
2053.0647112011447,0.2794112122556829
2051.1372093179666,0.27573245636545274
2049.2097074347885,0.27259669306680406
2047.2822055516096,0.2702035159131063
2045.3547036684313,0.26712002047987166
2043.427201785253,0.26275214074596837
2041.4996999020746,0.258991515469311
2039.5721980188962,0.2572734008421064
2037.6446961357178,0.2562101215592645
2035.7171942525395,0.25466293248836114
2033.789692369361,0.25284559408715895
2031.8621904861827,0.2502556988282445
2029.9346886030044,0.24705398484797272
2028.007186719826,0.2443090476831092
2026.0796848366476,0.24251611437528317
2024.1521829534693,0.24215694502827317
2022.224681070291,0.24319985213874445
2020.2971791871125,0.24432214409238573
2018.3696773039342,0.24414502786186681
2016.4421754207558,0.24393111893240274
2014.5146735375774,0.24630836693128536
2012.587171654399,0.25009128596901653
2010.6596697712207,0.25274609833126527
2008.7321678880423,0.2556579619978944
2006.804666004864,0.2609150838876231
2004.8771641216856,0.2673514112821165
2002.9496622385072,0.2726284525755239
2001.0221603553289,0.276673622422222
1999.0946584721503,0.2817420157871871
1997.167156588972,0.28851726238552744
1995.2396547057936,0.2951899305936829
1993.3121528226152,0.30117388159122044
1991.3846509394368,0.3069747924742819
1989.4571490562585,0.3125264450383277
1987.52964717308,0.3174915880427495
1985.6021452899017,0.32095522518201997
1983.6746434067234,0.32326158805130095
1981.747141523545,0.3258272267178105
1979.8196396403666,0.328299635683229
1977.8921377571883,0.3291746833889667
1975.96463587401,0.3281427261059311
1974.0371339908315,0.32650660805048093
1972.1096321076532,0.3252726333524483
1970.1821302244748,0.32421833360585584
1968.2546283412964,0.3228791801166379
1966.327126458118,0.32298639199398227
1964.3996245749397,0.33132085772673564
1962.4721226917613,0.3581850412799263
1960.544620808583,0.4021184190753963
1958.6171189254046,0.4312419661034094
1956.6896170422262,0.4141202904365856
1954.7621151590479,0.36979997623128796
1952.8346132758695,0.3323301966878678
1950.907111392691,0.31147732552728297
1948.9796095095126,0.3013578660418985
1947.0521076263344,0.2955809584600603
1945.1246057431558,0.2916460118779926
1943.1971038599777,0.2897750333786888
1941.269601976799,0.290914979482693
1939.342100093621,0.29153453371723237
1937.4145982104424,0.28604398848368073
1935.4870963272642,0.276501052166542
1933.5595944440856,0.2691326770905754
1931.6320925609075,0.2651943513867825
1929.704590677729,0.26316484473434
1927.7770887945503,0.26330408007494505
1925.8495869113722,0.26590258230159763
1923.9220850281936,0.26966926476717823
1921.9945831450154,0.2743633630512314
1920.0670812618368,0.28045423509950285
1918.1395793786587,0.2861103700519541
1916.2120774954801,0.29079767718492916
1914.284575612302,0.2970346673046788
1912.3570737291234,0.305014625799373
1910.4295718459452,0.31279323432891637
1908.5020699627667,0.3199160112749558
1906.5745680795885,0.3273434588541074
1904.64706619641,0.3357560884646086
1902.7195643132318,0.34466097659215394
1900.7920624300532,0.353325904577492
1898.864560546875,0.36142169569973803
1896.9370586636965,0.3686923181551629
1895.0095567805183,0.37496600760062043
1893.0820548973397,0.3805943078844954
1891.1545530141616,0.38554962920005764
1889.227051130983,0.38864642094571483
1887.2995492478049,0.38964074183222713
1885.3720473646263,0.3895607646699883
1883.4445454814481,0.38875125504256675
1881.5170435982695,0.38687255324568115
1879.589541715091,0.383938773963792
1877.6620398319128,0.38050365925148855
1875.7345379487342,0.37731994872699925
1873.807036065556,0.37505887362047546
1871.8795341823775,0.3731143528420243
1869.9520322991993,0.36930656312516036
1868.0245304160208,0.36274654463959327
1866.0970285328426,0.35518520516415814
1864.169526649664,0.3484532866831385
1862.2420247664859,0.34289323309340886
1860.3145228833073,0.3378989731899261
1858.3870210001292,0.33274304938107285
1856.4595191169506,0.32753664600946164
1854.5320172337724,0.32265244178304425
1852.6045153505938,0.31829727450357004
1850.6770134674157,0.31516884782550136
1848.749511584237,0.31486033614719744
