wavenumber,absorbance
2149.4398053600635,6.780629733264963e-05
2149.1388140750028,6.671663294992983e-05
2148.8378227899416,6.909789632725827e-05
2148.536831504881,7.452542860256132e-05
2148.23584021982,8.257457091377406e-05
2147.934848934759,9.282066439884746e-05
2147.6338576496983,0.00010483905019568415
2147.332866364637,0.00011820506944225302
2147.0318750795764,0.0001324940632764473
2146.7308837945156,0.0001472813728362202
2146.4298925094545,0.00016214233925952812
2146.1289012243938,0.0001766523036842597
2145.827909939333,0.0001903866072483715
2145.526918654272,0.00020292008083627318
2145.225927369211,0.0002137079886403097
2144.92493608415,0.00022193300108260276
2144.6239447990893,0.0002267399849207929
2144.3229535140285,0.00022727380691256113
2144.0219622289674,0.0002226793338155628
2143.7209709439067,0.0002121014323874771
2143.419979658846,0.00019483519868361966
2143.1189883737848,0.00017132809412653572
2142.817997088724,0.0001425610106522114
2142.517005803663,0.00010951774141954631
2142.216014518602,7.318207958762491e-05
2141.9150232335414,3.453781831538359e-05
2141.6140319484803,-5.42844295395834e-06
2141.3130406634195,-4.561039991403211e-05
2141.012049378359,-8.473981442958539e-05
2140.7110580932977,-0.00012153695382487962
2140.410066808237,-0.00015472208542401008
2140.1090755231758,-0.0001830154765512811
2139.808084238115,-0.00020513739453081376
2139.5070929530543,-0.00022008571261258447
2139.206101667993,-0.00022803468926627606
2138.9051103829324,-0.00022947013754446967
2138.6041190978717,-0.00022487787259254077
2138.3031278128105,-0.00021474370955582885
2138.00213652775,-0.00019955346357972343
2137.7011452426887,-0.0001797867827774184
2137.400153957628,-0.00015582204619935208
2137.099162672567,-0.00012795480462950834
2136.798171387506,-9.647817675710616e-05
2136.4971801024453,-6.168528127150997e-05
2136.1961888173846,-2.386923686194389e-05
2135.8951975323234,1.6676345810262384e-05
2135.5942062472627,5.950664382854492e-05
2135.293214962202,0.00010381285116392914
2134.992223677141,0.00014873250578244143
2134.69123239208,0.0001934031456499037
2134.390241107019,0.00023696230873240668
2134.089249821958,0.0002785475329957761
2133.7882585368975,0.00031727433746387416
2133.4872672518363,0.0003520784124598953
2133.1862759667756,0.0003818076367655309
2132.885284681715,0.0004053092946511958
2132.5842933966537,0.00042143067038726733
2132.283302111593,0.00042901904824405485
2131.982310826532,0.00042694107891276496
2131.681319541471,0.0004149965109010602
2131.3803282564104,0.0003943132045302581
2131.079336971349,0.00036612048842098215
2130.7783456862885,0.00033164769119399035
2130.477354401228,0.0002921241414699167
2130.1763631161666,0.00024877916786936443
2129.875371831106,0.00020294744367119048
2129.5743805460447,0.00015643660427283783
2129.273389260984,0.00011118696203367785
2128.9723979759233,6.913883605492653e-05
2128.671406690862,3.2232545437819435e-05
2128.3704154058014,2.408409283756769e-06
2128.0694241207407,-1.8465414369066823e-05
2127.7684328356795,-2.9804526670294163e-05
2127.467441550619,-3.2128756653025535e-05
2127.1664502655576,-2.599393251617092e-05
2126.865458980497,-1.1955882458650734e-05
2126.564467695436,9.42956532063692e-06
2126.263476410375,3.760603479178191e-05
2125.9624851253143,7.178822502205655e-05
2125.6614938402536,0.0001106087645814556
2125.3605025551924,0.00015260913664799677
2125.0595112701317,0.00019633082439950394
2124.7585199850705,0.00024031531101405712
2124.45752870001,0.00028310407966947415
2124.156537414949,0.0003233015094085074
2123.855546129888,0.00036005940624471964
2123.554554844827,0.00039281144284457234
2123.2535635597665,0.00042099362135116896
2122.9525722747053,0.000444041943907585
2122.6515809896446,0.0004613924126567951
2122.3505897045834,0.00047248413926510364
2122.0495984195227,0.00047692667907211464
2121.748607134462,0.00047458489676132444
2121.447615849401,0.00046534461324050245
2121.14662456434,0.0004490916494174645
2120.8456332792794,0.0004257118261999905
2120.544641994218,0.0003950909644958163
2120.2436507091575,0.00035733098455442605
2119.9426594240967,0.0003135618806588756
2119.6416681390356,0.0002652190486615146
2119.340676853975,0.00021373793400889708
2119.0396855689137,0.0001605539821472785
2118.738694283853,0.00010710263852322745
2118.4377029987922,5.483085784437754e-05
2118.136711713731,5.4079953546459046e-06
2117.8357204286704,-3.929543328918834e-05
2117.5347291436096,-7.74016646158744e-05
2117.2337378585485,-0.00010703293515412161
2116.9327465734877,-0.00012631148143251
2116.6317552884266,-0.00013336098910854673
2116.330764003366,-0.00012716704592607574
2116.029772718305,-0.00010903119669131386
2115.728781433244,-8.063997705691871e-05
2115.4277901481832,-4.367992267568566e-05
2115.1267988631225,1.6243079971354277e-07
2114.8258075780614,4.920054771664861e-05
2114.5248162930006,0.0001016653501015398
2114.2238250079395,0.00015502131620439752
2113.9228337228787,0.00020631696344742794
2113.621842437818,0.0002525966815353385
2113.320851152757,0.00029090486017280644
2113.019859867696,0.00031828588906433915
2112.7188685826354,0.00033181216448967504
2112.4178772975743,0.0003303167232229281
2112.1168860125135,0.00031540876447818967
2111.8158947274524,0.0002889418965688597
2111.5149034423916,0.00025276972780845935
2111.213912157331,0.000208745866510396
2110.9129208722698,0.00015872392098802902
2110.611929587209,0.00010477060109629526
2110.3109383021483,5.002712695016371e-05
2110.009947017087,-2.0273772710018293e-06
2109.7089557320264,-4.7913664064950015e-05
2109.4079644469653,-8.41524859297184e-05
2109.1069731619045,-0.00010726459536310335
2108.805981876844,-0.00011390760997420158
2108.5049905917826,-0.00010362001784879184
2108.203999306722,-7.868020293876223e-05
2107.903008021661,-4.1475197133844586e-05
2107.6020167366,5.607967676303521e-06
2107.3010254515393,6.018225960180181e-05
